,0,1,2,3,4,5,6,7
5667,RHOC,RPP21,AP003068.9,RP11-395B7.4,AC195454.1,NUCB1,ZFP2,RP11-572O17.1
5668,CHAMP1,TMOD1,CEBPA-AS1,RASA1,EFHD1,LIMS1,RP11-666A20.4,IDUA
5669,AC012358.8,DHX36,FAM92A1,EML4,ZNF846,CBWD2,CTD-2047H16.4,C21orf49
5670,GUCY1A3,EP400,TRAPPC8,C2CD2,HIST1H2AC,PI4K2B,GRIK4,PAPSS2
5671,CNKSR1,RP11-529K1.4,KRT23,CHCHD6,AC110771.1,MLXIP,DDX55,DEPTOR
5672,RTN1,SPTLC3,TSEN34,SP2,ITPKB-AS1,SGSM1,SERINC4,SLC35G1
5673,SLC24A1,AC009299.3,XXbac-B135H6.18,ZCCHC10,RP11-105N14.1,THOC5,FAM178B,CPED1
5674,KRT8,DHCR24,RP11-764K9.1,USP13,AC024940.1,SNX10,SEMA5A,TCEANC
5675,TTC13,C9orf9,CALCRL,RP11-61J19.4,RP11-159H10.3,NRBP2,TEX12,RP11-318E3.9
5676,RBM4,RP11-385F5.5,PAFAH1B3,GEMIN6,RP5-1098D14.1,DAZAP2,C2CD4D,ZNF81
5677,NNT-AS1,RMI1,RP11-197P3.4,NCKAP1,ZBTB8A,KBTBD11,ATP6V0E2-AS1,TTC12
5678,RP11-890B15.3,C11orf82,BOK,RP11-343H5.6,GPM6A,BAMBI,ZNF541,FAM3B
5679,FASTKD5,NADK,PBX1,ITGB3BP,ALPL,PRR22,BCL2L14,TNFRSF12A
5680,SLC27A5,HSPA1L,FAM132A,THEM6,GAS8,LUZP1,RP11-106M3.3,GLB1L
5681,RP1-261D10.2,CCDC125,MED4-AS1,LILRA6,AC012074.2,XRCC1,RP11-302B13.5,C19orf40
5682,POP4,AC006547.15,SIK3,RBFA,RP11-77H9.8,MBTD1,TPBG,ZNF510
5683,B3GNT9,CTD-2215E18.1,KB-1507C5.4,CNOT6,SLC12A5,PAXIP1,LINC00630,NET1
5684,PRPF31,ALDH4A1,GPR61,AL627309.1,SLC3A1,NOP14-AS1,HSPA2,RBM26-AS1
5685,WRB,FICD,C1orf177,METTL14,PARM1,SFMBT2,CYP2J2,KCNMB3
5686,CNN3,CRYZL1,THAP8,PTPDC1,CIT,TMED3,ZNF239,TMEM30B
5687,ALDH6A1,PPP2CA,OSR2,FAAH2,WDR66,RP11-103G8.2,RP11-105N14.1,C16orf52
5688,HCG14,NUDCD1,RP11-156K13.3,WAC,CTB-129O4.1,BRWD1,MAGI3,RP11-344P13.6
5689,RP11-553L6.5,RP11-96K19.5,CTB-96E2.7,ENOPH1,RP11-77H9.2,SLC35D2,DSCR9,NAGS
5690,CCDC106,USP12-AS2,LATS2-AS1,DMPK,CNKSR2,SHF,NRCAM,LINC00920
5691,KCNMB4,HIST1H2AL,TMEM105,SCAF8,KCNH3,DDX59,DNAJC28,TPST1
5692,BCOR,AP003068.23,BAZ2A,FHL3,RP1-261D10.2,ALKBH1,AC011747.4,TMEM180
5693,RP4-607J23.2,ZNF483,RP11-293A21.1,RP11-474G23.3,WNT2B,MUL1,RP11-275I4.1,BLOC1S3
5694,PIGQ,ZNF442,ZDHHC13,INTS8,CTD-3203P2.2,PLEKHN1,FAM167B,TCP11L1
5695,NUP155,FOXK2,CYP3A5,SPTY2D1,RP11-56G10.2,RP11-203J24.8,RBL1-1,CSRNP2
5696,ZNF485,PEX3,VPS54,PAICS,CRHBP,RPAP1,RP11-242D8.1,ZNF189
5697,C1orf52,ZXDA,LINC01094,TIMD4,PVRL3,LIPC,PEX12,SEZ6L
5698,SLC35F3,TM6SF1,GPER1,AC144652.1,RP11-707G14.1,DPH6,FCHSD1,C1orf112
5699,ZNF619,KCNH3,METTL23,NPIPB5,NRCAM,FPGT,TMOD1,HMMR
5700,ZBTB42,ATPAF2,XYLB,FBXO30,CTD-2201I18.1,USP40,RP11-274B21.10,SLAIN1
5701,AKAP7,ZNF708,RP11-456D7.1,SLAIN1,PRR7-AS1,TMEM163,GCNT4,GOLGA7B
5702,ITGB1BP1,PPP2R3A,METTL16,RP11-403I13.4,RP11-403A21.1,AC005253.2,NUAK1,NPHP4
5703,CTD-2035E11.4,L3MBTL4,ZDHHC18,TRIM59,DCHS1,POU5F2,CERCAM,RP1-315G1.3
5704,PCYT1A,KIR3DL1,ARC,ARAP3,KIAA1107,PLXNC1,RP11-157J24.2,NLRP2
5705,GPATCH4,TBC1D9,RP1-265C24.8,PARG,CTD-2054N24.2,ZFP69B,WNT10B,AARS2
5706,AASS,CXorf24,RP11-212I21.4,RP11-664D1.1,ZNF711,ZNF184,KIAA0895L,DDX31
5707,KIAA0141,SLFN11,PM20D1,MAP3K11,RP11-138I18.2,LRTOMT,PNMA3,SCMH1
5708,RYK,PARD6B,PLEKHG3,BMP1,ANKRD31,LIMK1,PIFO,RIMKLB
5709,PRPF40B,FGR,KIF18A,RP5-1148A21.3,ANKRD18B,ZNF93,GTF2IRD1,SAMD10
5710,DEK,ZNF528,RASA4B,NFYC-AS1,DLL3,HUS1B,RP11-700H6.1,EDC4
5711,ST3GAL6,RP11-805I24.1,RP11-80H8.4,SMG7,RP11-529K1.4,ATP5J,RP11-513M16.7,ZNF501
5712,HEMGN,GNAL,UBE2J2,AC061992.2,UNC45B,ZNF611,SGPP2,AIFM3
5713,USP13,RP11-225H22.7,GAS2,DNAJC3-AS1,TMPRSS3,DDX41,CTA-293F17.1,ZNF831
5714,FBXO36,CDC20,KMO,CEACAM3,RP11-876N24.2,RP3-380B8.4,RP11-600F24.7,HAL
5715,RP5-894D12.3,THAP9,DLG5,CAV1,SLCO4A1,TRANK1,LA16c-358B7.3,ZNF771
5716,TBP,CEP112,NRXN2,ZNF799,CTD-2544N14.3,PVR,PPIL6,RP11-258F1.1
5717,FGF14-AS2,LILRA4,ZNF837,TAOK1,IQCK,RAB30,PVRL3,EPHX3
5718,LRRC20,C11orf35,RP11-666A1.5,ZNF613,ZKSCAN7,PRKRIR,CTB-129O4.1,DTHD1
5719,SSX2IP,ZNF175,GPHN,WWOX,HSPA2,NPAS2,AC068580.6,ZWILCH
5720,NLRC4,MIR142,RP11-229P13.20,RP11-78A19.3,KLHL32,ZNF25,CELSR2,TIAM2
5721,SH3BP5L,EXT1,FAM151B,KIAA1524,CTB-113P19.5,F12,AGAP5,FAM110B
5722,SIDT2,STX1A,RNASE3,PHLDB3,RP11-242D8.1,UBOX5,RP11-863K10.7,DST
5723,DFFB,GPR174,RP11-206L10.9,KRT72,FGF9,KIAA1467,ABHD10,RP11-98I9.4
5724,AC011558.5,WDR48,WNT11,DHX32,CTD-2047H16.4,ESD,PLXNA1,SLC25A10-1
5725,LRRC24,ZNF486,CCL3L1,C17orf100,CXorf57,NUDT8,HIST2H2BF,C15orf41
5726,TRAPPC11,ACBD4,UPK2,LSM3,TNKS1BP1,IRF2BP1,CTB-47B11.3,PPP1R3B
5727,KLHL29,LINC00422,LL22NC03-86G7.1,NCOA5,RP11-137H2.4,KIAA1958,PPP2R3A,CBX8
5728,SNHG9,ATL3,RP11-884K10.7,TTC4,AC083843.2,XKR6,RP1-151F17.1,SNURF
5729,ZNF76,CASP7,OTOA,RP11-98D18.3,RAPGEF3,PPP1R16A,SAMD12,CTD-2231E14.8
5730,NUPR1L,NDUFA8,LRRC37A2,RDH14,AASS,HYAL3,TRIM61,FAM153B
5731,CTNND1,ERF,MTBP,NPTN,RP11-532F12.5,TTC30B,CRYGS,RP11-617D20.1
5732,SYP,NAP1L3,SERPINE1,CTD-2135D7.5,SLFNL1,MIR181A2HG,RAPGEFL1,RASL11A
5733,TRPV3,HAUS8,RP11-6J24.6,CALM1,FCGBP,ATAD3C,LINGO3,ITPRIPL1
5734,ARL17A,RP1-29C18.10,BTBD19,RP11-428J1.5,RP11-314N13.3,ZSCAN9,GPR61,MIEF2
5735,MAP3K4,TPBG,ACSBG1,ZBTB39,C9orf24,GSTO2,AC026471.6,CLDND2
5736,ZNF79,NAA60,RP11-677M14.7,RP11-25K19.1,BMPR1A,SLC25A13,ANKHD1-EIF4EBP3,PPAPDC2
5737,RFK,TBC1D19,RP11-351I24.1,DMAP1,C12orf45,DDX52,LGALS4,COCH
5738,TM9SF1,SLC35E2,LEPR,CEP112,SEMA4G,CHN2,TUBB4A,CLDN23
5739,RP11-66B24.2,RAB30,LRP3,FOSL1,RUNDC3B,POLI,CYP2D6,ENPP5
5740,FAM83G,NCOR1,TCP10L,FBXO22,PM20D1,ORC1,PLEK2,ZNF879
5741,LEPR,RP11-66N24.4,LINC00482,METTL2A,FAM47E,RP5-1125A11.1,RASAL1,MANEA-AS1
5742,LONRF3,ADC,RP11-1391J7.1,C1orf198,OXT,RP11-46A10.5,AC024940.1,CTC-338M12.5
5743,SULT1B1,FUT11,CKM,RP11-166P13.4,SHCBP1,CTRL,SNORA40-1,AMT
5744,PGBD2,PLXNA3,RIMS3,AC009120.10,SUMO4,SEMA5A,ANKRD18B,CCDC146
5745,AMBRA1,EARS2,DHRSX,RP11-79P5.9,ZNF541,FAM103A1,CA6,PLTP
5746,PSMC3IP,CCDC62,RP11-318C24.2,MGLL,LRRC56,ZNF782,CLTCL1,KB-1732A1.1
5747,BCL2L14,MYLK-AS1,SOX12,CKAP2L,RP11-66B24.2,TEP1,NCBP1,RORC
5748,LINC00877,ABCC4,NDUFB2-AS1,VIPR2,LINC00562,MCM3,TFEC,C1QC
5749,PLXND1,APOBEC3H,KLHL9,SNPH,RP11-502I4.3,PVRL1,RP11-359K18.3,RP11-145M9.4
5750,ACAT2,RP11-875O11.1,CTB-178M22.2,CD300E,C1orf145,KLHDC10,CTB-91J4.1,RP11-817O13.8
5751,RP11-305K5.1,PIGV,LTB4R2-1,THAP8,SERHL2,RP11-15A1.7,RBBP9,RP11-463J10.3
5752,ANXA2,MYO18A,FRMPD3,CTD-2228K2.5,CECR5-AS1,UGGT1,RP11-33O4.1,ZNF862
5753,NHP2,GINS2,DMC1,FRY-AS1,RP11-92K15.3,TUBGCP4,FBXO22,GPR34
5754,DHODH,RP11-338C15.3,TDRD9,CTC-550B14.7,SLC2A1-AS1,TTC39B,RP11-6F2.5,NPIPA1
5755,CTD-2260A17.1,CDC26,AC005932.1,LINC00957,RP3-380B8.4,STAT2,RTKN,MYH10
5756,ACVR1,SIRT4,ADD2,CCNE1,CTD-2410N18.3,RP11-401F2.3,TRIM54,ZKSCAN5
5757,TMEM135,TRIM24,PPP1CB,NNT,PNMA3,SMURF2,LINC00174,RP11-536K7.3
5758,FBXL20,POU6F1,LAMC1,KLHL25,SUN3,RP11-589C21.5,NPR2,RNF31
5759,RDH10,SCD5,PC,RBM23,ATP6V0E2-AS1,ATP6V0E2-AS1,ESPN,HPCAL4
5760,CTA-384D8.36,HDAC8,CTC-366B18.2,DLEU1,SPEG,TESK2,OVGP1,PLK1
5761,DPAGT1,KIAA1841,RP5-940J5.6,FAM132A,GEN1,CPAMD8,MOCS1,CDC20
5762,MINPP1,RAB40B,AF213884.2,SHPK-1,TNIP3,DNM1L,KDELC1,MPZ
5763,SCARF2,RFNG,PEBP4,SYDE2,RP11-90D4.3,ZNF486,RP11-511I2.2,SERPINF2
5764,THG1L,C1orf200,GP6,HOOK1,SAMD12,PDP2,CTC-444N24.6,LNX1
5765,LNX2,RP5-1148A21.3,SLC7A1,HYAL3,PTRF,CWF19L2,RP11-83N9.5,RAB3A
5766,ADAT3,UFSP1,ZGPAT,C6orf47,MAST2,EXTL3,AC103563.8,FAM21B
5767,NDN,ZNF408,CRYBG3,TMOD2,NSL1,ITPRIPL1,C10ORF68,RLN2
5768,RP11-65I12.1,CDK5RAP1,AC099850.1,STAU2,ZNF763,DNPH1,RP5-930J4.4,ZXDA
5769,STARD3NL,DBP,KCTD21-AS1,AC009133.14,RASIP1,METTL15,ANKS1B,EBI3
5770,LPCAT2,TGFBR1,MOV10L1,AP003774.6,HCG27,LRIG2,ATP1B1,FANCM
5771,PTAFR,CXCR1,RP11-96K19.2,ASXL2,CTD-2260A17.1,GCC1,TNKS1BP1,DLGAP3
5772,CKAP4,C9orf156,TCAP,LRP5,CTD-2623N2.11,RPL26L1,GNAO1,DNAJC27-AS1
5773,TEX2,ELOVL4,RP11-338C15.3,NAT9,SV2A,RP13-317D12.3,MOCS3,ATP8B3
5774,CPNE8,CDC6,RP11-381K20.2,NAA30,DNAJC27,ZNF708,AE000662.92,GEMIN5
5775,CYP1B1,AL020996.1,OVCH1-AS1,RP11-568N6.1,KLHL23,RP11-493L12.4,ANKRD34B,PDPR
5776,COA7,NCR1,KRT73,ITPRIP,WNT16,GPCPD1,MYCBP2-AS1,RP11-644F5.11
5777,CXCR2,AP4B1-AS1,KAT7,SUPT5H,CCDC163P,GANAB,CELSR3,PMEPA1
5778,DENND4B,SPIN3,ATP13A3,SPTLC1,RP11-805I24.1,LINC00938,ANKRD34A,C10orf95
5779,ENKD1,ZNF80,LINC00656,PEBP4,C10ORF68,GGH,AC124944.3,CCDC151
5780,TAS2R14,PIWIL4,RP11-443B7.3,PCNXL2,GTF2IRD1,CENPN,MCAM,PAQR3
5781,FAM174B,PRC1,COL13A1,FAM72B,FAM66C,WWC3,UBXN10-AS1,ATN1
5782,PPP6R1,TNKS2-AS1,GPR157,TJP3,ZNF571-AS1,ETV7,PRR7-AS1,ANPEP
5783,LSS,MCM10,EMP1,FOLR3,RP11-275I4.1,BGLAP,DPAGT1,HTR3A
5784,CARNS1,FOXM1,PDK2,MINA,AC026471.6,TNFRSF12A,AC008440.5,ADAT2
5785,RBBP5,GP6,SNORD3A,CTNND1,RP11-126L15.4,AIFM2,FTSJ2,FKTN
5786,GBP5,7SK-2,LINC00884,SLC1A5,CCNT2-AS1,HDGF,BNC2,RP11-212P7.2
5787,RCE1,SMARCA5,PFAS,RP11-932O9.7,SMTN,SNX20,DCHS1,PHLDA3
5788,MAP3K9,UCHL1,DOCK4,ZNF665,RP11-225H22.7,DLG4,RP11-490M8.1,WDR47
5789,CACNA1C-AS1,METTL14,RP11-15A1.7,CENPB,ACE,CCDC88A,RP11-225H22.7,QSOX2
5790,ZNF408,PPP1R13B,SDCBP2,PLEKHG4,RP11-134G8.7,RASA1,C5orf27,RP11-273G15.2
5791,AL590822.2,ZNF682,CTD-2659N19.9,CCDC59,TRIM59,PRDM8,ZBED3,FAM160B1
5792,C5orf51,ESCO2,SLC6A4,EPHX1,CTB-102L5.4,FAM46A,RHOD,AC007246.3
5793,LIMA1,FAM161B,RP11-423H2.3,C11orf95,VSIG2,ARRDC4,C1orf101,RP11-166P13.3
5794,KLRC1,XKR6,SLC12A5,TNFRSF1B,WNK3,ALS2,ATL1,RP11-10L12.4
5795,NAA40,STARD5,MPO,FUNDC2,RP11-511B23.1,RIF1,RP11-707G14.1,BRCA1
5796,ZNRF1,TCERG1,MMRN1,AIDA,PEX12,INTS8,AC009501.4,STAM2
5797,C1orf56,FBXO46,TRMT2B,ITPKB-AS1,LRP5,TM2D1,RP11-473M20.16,RP11-872J21.3
5798,FSCN1,ACTR3C,ZNF252P-AS1,RRP36,MAGI3,RPL9,EPPK1,TSNARE1
5799,TRAM2,NEK2,A1BG-AS1,ERAP1,TLL2,TNFRSF10A,WNT2B,KIAA1958
5800,ANKMY2,BACH2,RCOR1,H2AFX,RP11-932O9.7,GMEB2,CCL3L1,SLC35G2
5801,DLEU2L,SQLE,ARMCX4,PTCH2,RP11-83N9.5,SNTB2,ZNF763,PGAM5
5802,ZNF84,N4BP2,RASAL1,NUGGC,LINC00511,RP11-532F6.3,RP11-603J24.5,TTLL11
5803,ZNF620,CCDC3,CTB-152G17.6,RP11-158I9.5,CRB1,PDS5A,NEDD4,MAP6D1
5804,SUV39H1,TBRG4,RP11-362F19.3,PDK1,RP11-755F10.1,TBL1XR1,ADAMTSL5,KLF8
5805,CES2,PBK,RP4-549L20.3,DRAM1,KDM4A-AS1,ZNF654,ZFP37,RNLS
5806,NUDT14,RP3-466P17.1,FSD1,ROCK2,CITF22-92A6.1,FRY,LINC00299,ZIK1
5807,NFIA,RP11-463J10.3,CTD-2135D7.5,TLCD1,SOX13,FAM229B,FCGBP,TDRKH
5808,UCP3,SKA3,SRGAP1,ZFHX3,NPAS2,TSC2,CITF22-92A6.1,PAK4
5809,ZNF135,MLC1,TOB2,GATC,AC013449.1,RMI2,RP11-90D4.3,PPP1R3F
5810,COL6A1,IKZF2,RP4-607J23.2,EDARADD,RP11-297B17.3,ARL15,KCNAB3,TRIM24
5811,SLC6A4,CTC-550B14.7,ASMTL-AS1,RP11-192H23.4,ZNF239,TTC34,AP006222.2,HDX
5812,RP11-284N8.3,ZNF540,TMEM136,GCNT1,AC103563.8,HDAC4,SEMA4F,SAP30L
5813,RP11-46J23.1,DNAJC9-AS1,RP11-647K16.1,ZMYND19,LINC00630,ZNF195,BOLA3-AS1,SIMC1
5814,LUCAT1,NOC3L,SSU72,RAPGEFL1,RP11-350F4.2,STON2,ITPKB-AS1,TFR2
5815,TCFL5,RP4-583P15.15,BZRAP1-AS1,AL591479.1,SLC25A14,USP38,FSIP1,TIRAP
5816,CABLES2,FRMPD3,MTSS1L,CDKN2C,RP11-429E11.3,ZNF570,CDYL,LEPREL4
5817,CRKL,CDON,LYG1,TTN,HSF2BP,CTD-3074O7.12,RP4-549L20.3,ZNF107
5818,SDCBP2-AS1,C17orf107,ATG14,SMIM14,ZBTB42,LRRC3,RP11-498C9.2,ZNF473
5819,CXCL16,CTD-2015H6.3,AC092295.7,ZNF641,MXRA7,ARHGEF12,DYX1C1,PAGR1
5820,MAFB,ZNF625,AP006222.2,TUBG1,TMEM254-AS1,GPD2,CYP4F35P,EBF1
5821,NPIPB3,CEP55,RAB11FIP4,KMT2B,RP11-977G19.12,RAP2A,SHF,DEPDC1B
5822,PICALM,UBXN10,RP5-1043L13.1,LARP4,ITGB3BP,RP11-791G15.2,SLC12A5,RP11-16E12.2
5823,U91328.19,AC009120.10,CTD-2228K2.5,TNS3,FGF14-AS2,HOXA10,STXBP4,TMEM182
5824,FAM210A,RP5-1142A6.2,RAPH1,ZWILCH,RTKN,CTD-2007H13.3,CLDN12,FCAR
5825,CTD-2086O20.3,AP001046.5,HIST1H4I,CENPN,CYP2D6,RMDN1,RP11-46J23.1,MAPKBP1
5826,ATP13A4,KIF18A,TCEAL1,OAS3,ZNF620,RP3-428L16.2,RP11-656E20.5,EPHA1
5827,MEGF9,NUPR1L,LCN2,AGAP5,NHSL2,LYRM7,RP11-805I24.1,LOXL3
5828,RNF10,AC093157.1,ZNF84,SERPINE2,ZNF415,SACS,ZNF711,KIFC2
5829,TMEM163,RHBDL1,PANK1,TTYH3,SLC2A5,MFSD12,ZCCHC3,STK35
5830,CCNYL1,AC004381.6,RP5-1142A6.2,DENND1B,AP003068.9,AC022400.2,C17orf51,DGKQ
5831,LYRM1,RP11-531A24.5,ZNF724P,IPO9-AS1,RP11-350G8.5,AP001816.1,SCRG1,IFFO2
5832,RP11-446N19.1,ZNF280B,RP11-282O18.3,NRM,RP11-378J18.3,CLPTM1L,ZNF502,MAN1C1
5833,RNF32,KCNC4,TROAP,NCOA2,RP1-317E23.3,DENR,DCUN1D3,DUSP4
5834,RP11-469M7.1,NIPAL1,RP1-261D10.2,C17orf107,RP11-423H2.3,QPCT,RPL34-AS1,FAM173B
5835,RP11-108M9.4,ADIRF,RP5-1142A6.8,PRKCZ,HHLA3,CTD-2666L21.1,RASA4B,SGCB
5836,RP11-680A11.5,AC013449.1,CASC5,MAPK6,CTD-2162K18.4,SKIL,RP11-178L8.7,MSC
5837,UBL7-AS1,RAB15,LINC01004,WDR3,ZNF724P,SERTAD2,RP11-477N3.1,SLC12A4
5838,RP11-13P5.1,SLC23A3,RP3-399L15.3,TMEM25,AC073072.5,TASP1,RP11-532F12.5,DCUN1D2
5839,ARID1A,RP4-798A10.7,RP11-458D21.6,EIF5A2,ZNF225,ZNF589,MID2,FAM229B
5840,MTA1,RP11-707M3.3,NID1,C7orf60,RP11-339B21.13,EIF2B4,RP11-805J14.5,ZNF781
5841,AAK1,CTC-366B18.2,DAPK2,STXBP1,RP11-389O22.1,ABCB4,C22orf43,AP4E1
5842,NCBP2-AS2,ANKS6,DDTL,MED18,NPIPB6,PRKAR2A-AS1,RP11-390F4.3,FAM131A
5843,SERAC1,SLCO4A1,AZU1,SLC25A15,TPBG,GXYLT1,RP11-42I10.1,ZKSCAN3
5844,SYNC,RNF222,GTF2IRD1,RASL11A,RIMS3,DENND6A,MT3,HIATL2
5845,GIN1,RP11-661A12.12,RP6-206I17.2,HDDC2,TPO,TTC30A,ESCO2,REEP6
5846,CDC42EP2,RP4-813F11.4,GNA11,CTD-2260A17.1,RAB12,NRDE2,CACNA1C-AS1,BACE1
5847,UBQLN4,PSMA8,TMTC4,SSSCA1,CTD-3064H18.1,DCLRE1A,DCTD,OR2A1-AS1
5848,TPRN,KIF9-AS1,DOCK9-AS2,RP13-638C3.4,NEDD4,OAZ3,GTSCR1,FANCD2
5849,GPX3,RP11-398K22.12,GLS2,HLA-G,SKA3,C5orf30,EFHD1,GINS2
5850,ZNF208,ATP8A2,AP1G2,OARD1,TRBV11-2,DISP1,KLHL23,SLC39A4
5851,NAA60,MAN1C1,BCL2L15,SPA17,AD000090.2,FAM179B,CCDC78,CLCN1
5852,RNASEH2C,CTC-459I6.1,RP5-1065J22.8,SMIM15,RP11-656D10.3,ZSWIM3,CUZD1,FAM13A
5853,TSGA10,GTF2IRD1,RP11-342M1.3,RP11-629O1.2,SLC19A2,ZFYVE28,DHDH,KB-1507C5.2
5854,ZNF793,RP11-138P22.1,HBQ1,SLC39A4,AGAP5,ZNF227,RP1-151F17.2,KCTD21
5855,S100A5,RP3-486I3.7,CKAP2L,HS2ST1,JMJD7-PLA2G4B,SNX19,CCL27,EXD2
5856,NCDN,ZACN,TMTC1,FAM201A,FAM47E-STBD1-1,CLCN5,ZNF252P-AS1,RP13-582O9.7
5857,NBL1,RP11-106M3.3,C20orf197,ADAP2,RP11-379K17.12,IGHMBP2,LIPC,KLHDC8B
5858,SLC27A4,RP4-548D19.3,CTA-373H7.7,RP11-37B2.1,FAM154B,METTL22,RP11-77H9.2,FAM109B
5859,CDH20,XXbac-BPGBPG55C20.2,CTD-2514K5.2,ASGR2,RP4-684O24.5,INTS5,KLHL11,GDF11
5860,UNC45B,C4BPB,RNF165,TIMP2,RP5-930J4.4,GADD45GIP1,HSF2BP,IGFBP4
5861,TCEAL2,SRRM5,CTC-534A2.2,RP11-50E11.3,FBXO36,EFNA3,RNF32,RP11-849F2.8
5862,RPH3A,TIGD6,AMACR,ITGAV,PTOV1-AS1,BRAT1,IFITM10,SIPA1L3
5863,PPP1R13B,AL590822.2,SIGLEC14,NDUFA8,CTD-2366F13.1,LINC01003,RP11-367J11.3,TBKBP1
5864,ARHGEF10,SLC3A1,CTC-523E23.1,MANBAL,RP11-421M1.8,MT3,ALS2CR12,FIBCD1
5865,PHLDA2,CELSR3,KCNH3,ACOT11,MTFR2,CTA-29F11.1,RP5-1042K10.10,CCDC24
5866,TRAM1,MADCAM1,RP3-380B8.4,ACVR1,C22orf15,PIGW,SEZ6,METRN
5867,PHKA2,RP11-33O4.1,CTD-2541M15.4,BAG3,KLHL11,ZNF404,JMJD7-PLA2G4B,UCP3
5868,RP11-531A24.5,TMEM238,TMEM194A,TBL1XR1,PIWIL1,RBM12B,RP11-134G8.7,ABCB10
5869,KXD1,RP11-666A1.5,WDR11-AS1,CDKL1,NXPH4,TMEM229B,RAPGEF3,RP3-325F22.5
5870,STX5,KTN1-AS1,SRRM5,SYK,SEMA4F,SMARCAL1,DOK6,HOMER1
5871,RP11-787I22.3,LOXL2,C4BPB,XXbac-BPG181M17.6,PYCRL,SLC39A8,KTI12,LNX2
5872,RP11-175O19.4,CACNA1C,RP11-525A16.4,ZNF37A,DSCR9,YTHDC1,RP1-265C24.8,ZNF736
5873,TRERF1,PM20D1,LINC00880,GHRL,RP11-700H6.1,RP11-105N14.1,C2orf44,ADAM9
5874,CTD-2165H16.4,SNORD3A,TFDP2,SLC12A4,DNASE1L1,OR2A1-AS1,IFNL1,HEATR2
5875,CTD-2007H13.3,RP4-784A16.5,GNL2,CLP1,RP11-560J1.2,ZNF347,KRT72,TRAF3IP2-AS1
5876,COX6B1,RP11-513M16.7,RAPGEFL1,PRKAR1B,C10orf111,ZNF34,RP13-131K19.2,RP5-894A10.2
5877,PHGDH,RP11-477N3.1,MYH10,GTF3C2,PLGLB1,RNF144A,TMEM171,NCEH1
5878,KLHL21,RP11-347C12.1,KDM4D,RP11-131L23.1,C2CD4D,NOS3,RP11-582J16.4,PAXIP1-AS2
5879,AC159540.1,C9orf24,GNAZ,EGLN3,RP11-473M20.16,PSMG3-AS1,C20orf197,HLX
5880,ZNF502,RAPGEF3,TMEM262,RP11-572O17.1,TMEM171,CAPRIN2,WDR20,PAXBP1-AS1
5881,VEGFA,NUP62CL,TRIM54,SLC9A1,ZNF284,TEX10,RP11-293A21.1,SLC25A35
5882,KIR3DL1,CENPA,CDC45,EPHA4,CUZD1,ZFP91,SLC35F3,RP11-126K1.2
5883,TTLL11,ZNF205-AS1,CTD-2227I18.1,NDUFA9,NCKAP1,NIPA1,ST6GALNAC1,AURKA
5884,ZNF93,RP11-260M2.1,RP11-119F19.2,SLC25A36,SGSM1,DNAJC3,TNIP3,KATNAL1
5885,CTD-2538C1.2,CITF22-92A6.1,CTC-444N24.6,CAPS,ANKRD34A,CTB-55O6.12,GVQW1,TLE2
5886,CLN6,C4orf47,TMCC2,METRNL,RP11-6F2.5,ZNF3,ZBED6,ZNF234
5887,HNMT,RP11-216B9.6,KTN1-AS1,TMEM136,ERI2,RAB3IP,CECR5-AS1,BRICD5
5888,RP11-6F2.5,TMPRSS3,SPOCD1,LOXL3,PHLDA3,XXbac-BPG181M17.6,CIT,C6orf57
5889,P2RY13,LARGE,CUZD1,UNC45B,HSPG2,CASP7,IQCK,ZNF765
5890,RP11-1299A16.3,SLC39A13,ZACN,HIST2H2AC,HAR1B,DIRC2,LINC00957,TMEM25
5891,RPS6KL1,PAPL,PPP1R26,IMPA2,RP5-1112D6.4,SERPINE2,PLA2G1B,BOLA2B
5892,FITM1,PSPN,RP11-463J10.3,C2orf88,IGSF9B,GNB4,RP11-336K24.12,CYP2U1
5893,AP1S1,KLHDC9,DYSF,PSMD11,ESR2,LTB4R,AC073115.7,DHFRL1
5894,RAB3D,TRBV11-2,SPIRE1,ERCC6,RP1-151F17.2,GORAB,VSIG2,LYNX1
5895,RP13-317D12.3,KLB,SCARF2,SPATA2,AIRE,MRPL52,ZC3HAV1,PLEKHA5
5896,CTD-2256P15.4,RP11-666A20.4,AC110771.1,GNB4,RP11-359K18.3,FASTKD3,RP11-356C4.3,RP11-426C22.5
5897,NUB1,SEMA5A,RP11-359I18.5,CXorf38,PLEKHA4,ZNF79,RP11-110I1.14,NCR1
5898,PSMD10,P4HTM,PKN3,NAV1,KCNH2,PPM1D,RP11-529K1.4,NAV1
5899,NEXN,CTA-445C9.14,RP11-46H11.3,AC015987.2,DOK4,IL18,CTB-114C7.4,ANKS1A
5900,KBTBD4,GOLGA7B,RP4-794H19.1,CRY1,ABCA1,GPR160,TLR9,ADORA2A-AS1
5901,GPR108,ZNF541,LNX1,RP11-488L18.10,CCL27,HSPA4,PODN,ADCK1
5902,CENPL,RP5-940J5.6,RP11-46A10.5,RIPK2,ZNF205-AS1,RP11-1007O24.3,NAP1L3,ZNF410
5903,LINC00910,KIF2C,DCUN1D3,CHAF1B,ZBTB39,TMEM220,EPM2A,DENND5B
5904,F11R,TRIM31,RP11-227D13.4,MYLK-AS1,MTCP1,C1GALT1,AC129492.6,FLJ27365
