,CD4 T,CD14 Monocytes,B,CD8 T,FCGR3A Monocytes,NK,Dendritic,Megakaryocytes
5433,TUBE1,ZNF565,AC093157.1,DMWD,ACAA2,XKR8,CDYL,KHDC1
5434,ADAP1,TKTL1,CHCHD6,LMF1,PCED1A,MTHFD2L,AC009133.14,PROK2
5435,ZNF628,RP11-293A21.1,THNSL2,LEPREL4,RP11-305L7.3,ZMYND11,RP11-490O6.2,STAM2
5436,VPS13A-AS1,HIST1H2BG,RP11-640M9.1,RIMS3,ARL4A,IFFO2,MDM2,RP11-67L2.2
5437,MRPL44,EIF4EBP3,SLC45A4,C14orf119,TP53I13,ODC1,CCDC25,CDK18
5438,RP11-506M13.3,RFPL2,ZNHIT6,POLR3E,CTD-2012J19.3,GPHN,NAP1L5,LRP5L
5439,CHCHD6,DCLRE1C,BFSP2,AC093495.4,BCKDK,RP11-190C22.8,TGDS,USP45
5440,GNAI1,KLHL15,CAPS2,AK1,ZNF343,ZNF879,RGAG4,ARHGAP32
5441,SLC9A6,SYTL2,ETNK1,ZNF571-AS1,RCL1,GPR174,GNAQ,PSPN
5442,CEP170B,DNAJC28,UFSP2,TJP3,MOV10L1,IRF2BPL,MYL5,KCTD15
5443,TGFBR3,BACH2,UCP3,EME2,CEP55,RP11-258C19.7,ZC3HAV1,FXR2
5444,RP4-798A10.7,RP11-415F23.2,BRPF3,CHSY1,TMEM229B,CLIP2,ZNF664,ITGAV
5445,TPRN,LYPD3,GPHN,DMC1,GSTM4,ADPGK-AS1,ARL2BP,HOXA9
5446,ZNF155,LINC00324,FAM13B,ZNF416,CHKB-AS1,POLN,ECI2,CLDN7
5447,SAMD12,SYDE2,MMS22L,ZMYM6NB,STARD8,GSPT2,TUBB,RP11-78A19.3
5448,CSNK2A2,RPGRIP1L,KDELC2,APOBEC3A,AC069513.4,MBTPS1,XPR1,ZNF283
5449,ZNF549,DHX16,SDCCAG8,C22orf43,PDK2,AC022182.3,KIAA0895L,RNF31
5450,TFR2,GOLGA7B,GBA2,ING1,MCU,AIMP2,NME7,LATS2
5451,SRXN1,ZNF720,ODF2L,PTPDC1,ENO1-AS1,SAE1,SAP30,ANGPT2
5452,SRFBP1,MYO7B,RSG1,AL591479.1,ZNF329,PDE2A,KIAA0040,CDNF
5453,IL7,TEX264,CXCR5,CTD-2035E11.4,GNPNAT1,MAPK14,MOCS3,RP11-50E11.3
5454,PRDM15,CWF19L1,F2RL1,ZNF382,C6orf57,TCF20,UAP1,RP11-513I15.6
5455,ATP8A2,EPC2,FRS3,HOOK1,ECHDC1,FCRLA,G2E3,LENG8-AS1
5456,RNF144B,ZNF280D,RTKN,RP11-50E11.3,NCEH1,KRBA1,RP5-1136G13.2,KIAA1467
5457,MIER1,CBX2,ATPAF1,ZNF419,AP1B1,TMEM88,FGGY,SIMC1
5458,C7orf31,RAD52,GPSM2,HNRNPA1L2,CRAMP1L,SOX15,UBIAD1,RFX2
5459,B3GNT5,BIN3,UCHL1,ADRBK2,PM20D1,ATG9B,YIPF2,ACY1
5460,RPS6KL1,DCBLD2,FCGBP,MAP2K4,SLC2A1-AS1,AP001258.4,HYAL3,CCSER1
5461,SLC35F3,RPL27,CELSR2,CTB-133G6.2,SLC39A10,NAT6,EIF4G3,MSTO1
5462,EOGT,ZNF501,LINC00957,RP4-800J21.3,MSL3,E2F1,PRR24,ZNF282
5463,MST1,MANEA-AS1,TOMM70A,CEACAM3,LSM12,ZHX1-C8ORF76,SETD7,TEX22
5464,AC004463.6,ZGLP1,FMNL2,CXorf38,GPAM,OAZ3,SDF2L1,CARM1
5465,PPP1R12B,RAB11FIP5,GET4,MED18,MIR4519,ATXN7L2,CXorf24,RP11-215P8.3
5466,DCAF8,PITRM1,VIPAS39,LA16c-358B7.3,RP11-327F22.2,HOXB-AS1,ZNF146,HAL
5467,AC110771.1,SLC9A7,IGF1R,SRP14-AS1,LINC00511,RP5-894D12.3,CDC6,NAT14
5468,UBAP2,KDM8,LINC00893,KAT2A,MFSD7,RP11-424N24.2,FOXM1,DNAL1
5469,RGAG4,RP11-1060J15.4,RP11-701P16.2,C1R,SLC39A1,CCDC154,LPCAT2,CTD-2135D7.5
5470,SLC16A11,CAPN3,CBX2,RP3-477O4.16,SEC14L2,DTNB,C14orf28,ATP6AP1L
5471,C1orf112,SHISA4,PLXNA3,TMSB4Y,CCDC112,TYW5,NEK2,GATM
5472,AC009133.12,MLF1,WDHD1,ZNF7,AP000783.1,ROPN1L,KIF18A,CASZ1
5473,RP11-355B11.2,CCDC58,RP11-529K1.4,VPS41,NUDT8,NUDT8,RP3-466P17.1,ZKSCAN5
5474,ACE,MARCH1,ANGEL1,PNMA5,ZNF383,RWDD3,RP5-1142A6.2,CDCA7
5475,POMGNT2,AC012360.4,ZNF282,C2orf88,TYSND1,ZNF570,RPS6KB2,LINC00920
5476,XXbac-BPG252P9.9,CTD-2538C1.2,RP11-72M17.1,SLC3A1,CTD-2192J16.22,DUSP3,C19orf68,LYSMD4
5477,UCP3,MIER2,UBAC1,NFRKB,RTTN,AC004540.4,SHCBP1,C1orf233
5478,AAGAB,RP4-684O24.5,RP11-1007O24.3,LINC00422,GALNT2,SYTL2,PSMA8,MANEA-AS1
5479,RRP9,GPR89A,GTF2F1,RP11-395A13.2,SMPD4,PAN3,ZACN,RGS9
5480,KB-1732A1.1,MBNL1-AS1,NPPA-AS1,PSMD10,ACSM3,RP11-83A24.2,KIF9-AS1,EXOSC1
5481,TIGD6,GINS3,ZNF778,RP11-61J19.4,ZCCHC6,CLPX,RAB15,NEO1
5482,U2SURP,LINGO3,NDE1,SOBP,ARL6,FMR1,NIPAL1,QSOX2
5483,YOD1,DOLPP1,RP11-326I11.3,AP003774.6,SCNM1,MBD6,RP11-531A24.5,CDC14B
5484,COQ3,ABHD16B,FBP1,ARAP3,ARRDC5,CTB-61M7.2,PANK1,RP11-506M13.3
5485,KIR3DL1,SYCP3,COQ9,CDK9,HIATL2,RP11-727F15.9,RP11-33O4.1,TMTC1
5486,CAMK2N1,LIG4,SLC2A8,NT5DC3,BCL11B,RHOD,RP11-707M3.3,PARPBP
5487,RNF32,CLTCL1,PAX8,NAA60,SLC37A1,TSEN54,KTN1-AS1,LTK
5488,SMCR8,AACS,TRAP1,TMEM154,TBXA2R,DTX4,FRMPD3,CRIPAK
5489,TRIM2,HSF4,DLGAP1-AS2,CABLES2,RP11-271K21.11,SMARCA2,CDH20,LARS2
5490,ANKLE2,RP13-131K19.2,MAPK11,ATG2B,LONRF3,PTOV1,LOXL2,TRIM46
5491,KRCC1,ZMYM1,DYRK4,UNC45B,SPECC1L,PDCD4-AS1,RP11-138P22.1,CTC-534A2.2
5492,CCDC59,LILRA4,PTBP2,C20orf197,RP11-499P20.2,C8orf88,ADIRF,DNAJC27-AS1
5493,BZW2,RP11-438L19.1,RP11-119B16.2,MRPL2,ZFP69B,MCCC2,C4BPB,BLOC1S3
5494,ZNF205-AS1,MST1,KDM4A-AS1,PIGV,STK38L,GXYLT1,CTD-2201I18.1,SVOPL
5495,CYP2J2,TMEM30A,SGOL2,RCCD1,MAP4K5,BBS1,CTD-2227I18.1,ZMYND10
5496,DTNB,ZNF79,ING1,PPP1R8,ZNF121,KIAA0355,RP4-548D19.3,CHTF18
5497,MINA,AC009133.14,INIP,CTD-2012K14.7,NDUFS7,SEPN1,ZNF280B,ZNF320
5498,ZNF804A,ZC4H2,ABTB2,MPP6,WHSC1L1,PHLDA3,CTD-2555C10.3,C6orf57
5499,HYPK,RP11-324I22.4,AMZ1,NKRF,SERINC5,CXorf57,ZNF208,B3GAT2
5500,ZFYVE26,ZNF577,MDGA1,TMEM170B,REPIN1,VWA8,SLC16A10,TMEM51
5501,SALL2,C5orf42,RP6-99M1.2,TRAM2,RAB11FIP3,HCG25,RP11-347C12.1,CTLA4
5502,MCM3AP,RND1,RBM12B-AS1,ZNF133,FCRLB,C19orf18,KRT8,ZNF771
5503,LINC00663,RP11-611L7.1,ZNF570,IPMK,RP11-181C3.1,ZEB1,TCEAL2,EBF1
5504,ZNF385A,C19orf47,FAM103A1,FAM72B,ADNP,ZBTB7B,KLHL29,DKFZP779L1853
5505,ZNF883,DPH6,RP11-105N14.1,GTF2IRD2,RP11-617D20.1,PPP1R3B,LINC00511,RP11-383H13.1
5506,SCAMP4,ZNF547,GPT2,VSIG8,RP11-787I22.3,FAM217B,RP11-661A12.12,CATSPERG
5507,DOLPP1,MEGF6,UCK1,AP1S3,SRSF2,WDR44,AC007228.5,CTC-338M12.5
5508,CEP85,PCSK4,PSMD6-AS2,SLCO4A1,KIAA1147,ERCC6,KIAA1107,NHSL1
5509,NANS,MKL1,CYP51A1,DCLRE1A,FRAT1,DOK6,ARHGEF10,ARHGEF39
5510,ERAL1,ANKRD54,RP11-6J24.6,RP11-295P9.3,ZNF502,MICAL1,UBXN10,CAB39L
5511,RP11-1060J15.4,RFFL,ADAM23,MAP3K6,LDOC1L,RPS12,NUPR1L,CTD-2231E14.8
5512,RP11-389O22.1,PTPN2,RP11-582J16.5,CTDNEP1,ZNHIT2,RPS27,RP11-666A1.5,SLC16A5
5513,DHRS4,C5orf27,NUDT9,ZNF250,CCL4L2,MEGF8,SRRM5,MASTL
5514,DHCR7,RP11-134P9.3,EPC2,ZMYND19,RNGTT,ARMC10,SNORD3A,THBS3
5515,WDR11,AP003068.9,C14orf132,MT3,AL133245.2,TUT1,RNF222,RBM26-AS1
5516,TULP2,ADORA2B,PGF,PARD6B,ABHD5,ATP7A,TRIM31,FAM201A
5517,TAF4,CTD-2023M8.1,RP11-635N19.1,HAUS6,SPTLC3,ERCC2,CTC-459I6.1,CARD6
5518,U91328.19,THAP9,CTB-129O4.1,MTMR14,RP11-159G9.5,RABL2A,CTC-366B18.2,ZNF256
5519,PTCD1,IER5,PDK2,SCAF8,TBC1D17,PI4K2A,ZNF625,C9orf38
5520,TMEM140,TESK2,RP5-1112D6.4,SLC2A11,PKN3,RP11-395G23.3,RP4-798A10.7,ZSCAN5A
5521,CHST10,SNED1,CYP3A5,WWOX,ARHGEF37,TMEM53,RNF175,RP4-610C12.3
5522,JMY,PSMC3,CTB-61M7.2,NEK1,LINC00847,ITFG1,RP6-206I17.2,CNR2
5523,ZNF746,ZBED3,SBDS,FANCI,RP6-91H8.3,KLHL15,PM20D1,GTSE1
5524,FAM160B2,RGL1,AGAP4,MTFR1,ZFYVE27,ABHD16B,TMEM136,NOG
5525,DAAM1,TMTC3,RP13-314C10.5,CSNK2B,XXbac-BPG181M17.6,PDLIM5,RNF157-AS1,GPR20
5526,RP1-159A19.4,WDR27,CTB-47B11.3,GALC,HEXIM2,C5orf34,SF3B5,NANP
5527,KLHDC10,AC092295.7,SLC7A7,CSRNP1,PRR22,AD000090.2,C19orf12,ZNF582-AS1
5528,JAM3,EXOC8,DECR1,ROPN1L,CUX1,RP11-554J4.1,TMEM238,ADAT3
5529,PHLDA1,CTD-2587H19.1,ABHD6,GABBR1,IQCH-AS1,PRELID2,RP5-940J5.6,ZNF75D
5530,RP11-160H22.5,FAM228A,RFWD2,AGBL3,AC004447.2,FAM208B,RP11-247A12.2,RP11-426C22.5
5531,ZNF681,POFUT1,AC008443.1,TLCD1,TMEM206,AGPAT9,AC004381.6,ZNF501
5532,ABL2,BORA,ELP6,SMARCA5,ZRANB3,PLXNA3,KLB,ZXDA
5533,FKBP1B,C6orf99,ATP2A2,CALCRL,VAT1,ZNF354A,PRR22,ZNF337
5534,NARFL,LINC00880,AC090186.1,NUP214,LRRN3,RASSF2,ATP8A2,CCDC96
5535,WBSCR27,RP1-92O14.3,MFSD6,ZNF408,GPR126,LINC00176,ZNF286B,GOLIM4
5536,ZKSCAN8,MMRN1,RP4-583P15.15,PEMT,MAN1C1,RP11-1060J15.4,AL590822.2,TMCC3
5537,SPEG,ZFP28,NOP14,VPS9D1,NAA35,FLJ00104,DPY19L2,TRAF3IP1
5538,RP13-516M14.1,UFSP1,KIAA2018,FUT11,PPP1R9B,PDRG1,TTC30B,SS18L1
5539,EIF4EBP3,RP11-345P4.9,CTD-2545M3.2,PUS10,CENPA,PLEKHM3,PHYHD1,OR2A1-AS1
5540,CRAT,FAM21A,RN7SL832P,GORASP2,RP11-244H3.4,TOR1AIP2,RP1-261D10.2,RIC8B
5541,WDR91,LINC00910,ULK1,KRTCAP3,ZNF480,RMDN2,SVIP,DMWD
5542,RP11-58B17.2,HSPB11,PLCB2,CHAF1B,PUSL1,TTF2,KCNH3,ZNF189
5543,ALS2CL,BBS7,PIGS,LINC00861,CTU1,CYP2U1,CNKSR1,ANKDD1A
5544,AC103563.8,IFT122,ZC3H7B,TM9SF4,TANGO2,PDE7A,RP11-540O11.6,ZNF436
5545,FAM129B,EFEMP2,PLXDC1,CXorf21,ZBTB45,AC096772.6,FBXL22,FAM13A
5546,KIAA1107,KCNG1,ZNF362,MAGI3,RP5-1125A11.1,TRIM24,TAS2R30,RORC
5547,FBXO5,ZNF235,TFR2,PBK,RBBP8,PGAM1,RP1-234P15.4,B4GALT6
5548,ZNF320,TAPT1-AS1,COPS7B,SERAC1,DOK3,FBXW7,CRB1,CADM1
5549,AC004447.2,ARFGAP2,JMJD8,DLG3,AC008443.1,MRPL1,RP11-392P7.6,RP11-572O17.1
5550,RP11-264L1.4,LAMA5,ANKRD44,DIS3L,ZNF69,DHODH,SLC2A1-AS1,LIN9
5551,CTNND1,PRDM8,ACAD11,NAV1,NUDT19,TENM1,AC009950.2,TRIM32
5552,RP11-89F3.2,DMC1,SPESP1,SMAD5,PANX1,C7orf13,HKDC1,KIFC2
5553,CD46,ZNF517,SLC7A1,ZNF561,SKP2,CDC6,TMCO6,FAM114A1
5554,DENND2C,ZNF624,PPIL1,WHAMM,NRF1,MIR146A,NPAS2,ZC3H10
5555,C1orf56,ZNF48,ZNF416,GP6,PEX1,FOXM1,B3GNT9,HFE
5556,ZNF525,SGPP2,CTD-2196E14.4,SPA17,RAB5A,POLR2B,RP11-46H11.3,ZNF736
5557,GPAM,FAM35A,STAM2,PMPCB,RP11-5C23.1,UCHL1,RP11-46A10.5,KAZALD1
5558,RP11-890B15.3,SLC38A1,PPIL4,CNOT2,PLA2G15,RP11-434H6.6,RAP2A,RP11-445H22.3
5559,SPAG4,HMMR,RP11-277P12.20,CCDC141,GSK3B,TMEM209,CTD-3064H18.1,SAP30L
5560,TMEM88,MIR146A,VNN1,CDC20,RP11-166O4.6,KIF18A,RP11-388M20.6,SARDH
5561,ABLIM2,RP11-158M2.3,C2orf47,GS1-124K5.3,C7orf25,RP5-1142A6.2,SLC10A1,GIPR
5562,ZNF154,CENPH,USP30,SHPK-1,NEK8,RP4-583P15.15,SUN3,ADCY3
5563,ROBO3,HSPB9,ZNF530,PWAR6,YRDC,ADIRF,CTC-550B14.7,EPHA1
5564,EME2,RP11-362K14.6,RP11-452H21.4,FDXR,FAM173B,RP3-466P17.1,RP11-15A1.7,HABP4
5565,GDPD5,ABCB1,MIR146A,RP3-402G11.25,ARVCF,KIF9-AS1,GPR63,HMGN3-AS1
5566,TEX14,RP11-504P24.6,KLHL9,RP11-181C3.1,KLHDC8B,ZNF625,SCARF2,ATP7A
5567,FNIP1,RP1-151F17.1,MIR155HG,RP11-791G15.2,ANKFY1,RP11-531A24.5,TMPRSS3,RP11-817O13.8
5568,BCL2L14,NLRC5,MADCAM1,MGLL,MRPS36,ESCO2,MAMSTR,ZNF23
5569,RP13-131K19.2,RAB18,POLE4,RP11-342K6.1,ATG13,RP11-33O4.1,AKR1CL1,MTHFD1L
5570,NETO2,GRB10,AC004381.6,NAP1L3,KNSTRN,ABHD17A,CCDC3,PGBD4
5571,STXBP4,C16orf46,TM2D2,FUZ,THUMPD1,NDUFAF7,SUGCT,GINS2
5572,TOX2,SCRG1,SS18L1,ZDHHC1,WFS1,RP3-486I3.7,BHLHE40-AS1,RP11-535A5.1
5573,FBXO25,C5,MRPL24,OSGEPL1-AS1,PITPNA,ZACN,RP11-774O3.3,C15orf41
5574,AMZ1,ZNF174,DDX52,ZNF439,TRPM4,RP4-798A10.7,UCHL1,CTB-43P18.1
5575,RAPGEF1,GOLIM4,ZNF502,RP11-805J14.5,ZNF184,USP54,FBXO22,RP11-212P7.2
5576,SYP,KLHL11,DHRSX,TIGD7,USP34,RP11-707M3.3,AC123768.4,C19orf40
5577,TMPRSS3,CUL4A,HIST1H2BH,DNAJC1,RAP2A,RP4-548D19.3,COL6A1,CCDC151
5578,GDPD3,AE000662.92,LGALS12,RP11-218M22.1,HNRNPA1,MADCAM1,RIMS3,RP11-680A11.5
5579,PPP2CB,DUSP4,MCU,KLHL25,IMPACT,MAP3K14-AS1,C9orf24,TSNARE1
5580,BAG4,CBLN3,AC004893.11,B4GALT6,GGNBP2,ZNF208,MLLT4,ATP8B3
5581,TFE3,DCTN4,ZKSCAN7,NOL10,CLN5,PANK1,MXRA8,FICD
5582,MALSU1,AC011747.4,RPP21,MALAT1,TNFRSF10A,RWDD2A,RP11-314N13.3,MCM3AP-AS1
5583,COA7,DGUOK-AS1,RP11-589C21.6,ZSCAN30,CHTF18,MCM10,RP3-477O4.16,NDUFS8
5584,IER5L,GAS2,SLC20A2,AC079767.4,ILK,GDPD1,RP1-257A7.5,SLC46A1
5585,MRPS11,AC009950.2,AC093391.2,IL3RA,MCM8,TMEM238,PRDM11,CAMKK1
5586,AF213884.2,LIMK2,SLC3A1,RP11-404F10.2,POLR2E,RP11-138P22.1,RP4-583P15.15,RAD51
5587,NOTCH2NL,MYB,CABP4,RP11-98D18.3,IDH3A,CTC-550B14.7,SLC23A3,FCAR
5588,ACAT2,ASPM,DGKG,VPS39,VOPP1,KRT8,C2CD4D,GS1-124K5.3
5589,QSER1,ZNF442,AC009501.4,NMB,AC009120.6,PSMA8,SYCP2,CTB-61M7.2
5590,CNKSR1,VPS45,DRAXIN,MRPL35,CCR1,SCARF2,RP3-380B8.4,ATN1
5591,RP11-347C12.1,CEP72,CRYBG3-1,PLB1,EPB41L2,KTN1-AS1,AASS,SLC16A11
5592,SLC10A3,MEF2A,TAS2R30,WARS,PTCH2,RP11-513M16.7,RBM12B-AS1,IFT80
5593,CLK1,RP11-85A1.3,KLHL8,BCL6,MEGF9,ATP8A2,CACNA1C,ARHGAP22
5594,JAKMIP2,RP11-212I21.4,MOB3C,GGT7,CCR7,ADAMTSL5,CTD-2532N20.1,ARHGEF11
5595,APEH,MYL6B,AC093323.3,RXRB,ATP1B1,CELSR3,SUMO4,AC011893.3
5596,TMEM27,ADD2,ADAMTS6,PSMG1,PFN2,RP11-260M2.1,TCAP,KCNMB3
5597,FANCC,PSMD6-AS2,UACA,RRAGB,POU5F2,KLHL29,RP11-305K5.1,PPAPDC2
5598,GSTM3,MIR378D2,PLA2G12A,ELAVL1,ZNF615,EIF2B3,CTD-2666L21.1,MC1R
5599,OARD1,MPP6,POMT2,OAZ2,MED4,NUPR1L,HCG25,TMEM180
5600,PHKA2,PACS1,COQ6,HAR1B,NOM1,DNAJC9-AS1,BOK,ANKRD35
5601,HCFC1-AS1,RP4-635E18.8,SPRED1,FEM1C,ZNF785,RNF222,TRIM59,RP11-344P13.6
5602,RP5-1024G6.7,RP11-805J14.5,RP11-390B4.5,CDC27,TAP2-1,NIPAL1,UNC45B,SLC35D1
5603,PDP2,OCM,RP11-442H21.2,TM9SF1,PLEKHM2,CDH20,KRT73,LRG1
5604,RECQL5,HSPA1L,POLR3A,TXNL4B,AC011747.4,AP001610.5,GPR157,ZNF232
5605,SMTN,RP1-29C18.10,RP11-391M1.4,COG7,RP11-469M7.1,RP11-477N3.1,PAPL,CENPA
5606,FAM167B,CCDC176,CARD6,TRAPPC9,SNRNP27,KLHDC9,SKA3,RP11-1055B8.7
5607,SAFB,RP11-157J24.2,RNF219-AS1,TTYH2,RINT1,LOXL2,AC026202.1,FAM229B
5608,PRR22,RP11-307C12.12,ZNF674-AS1,RPUSD3,SYCE1,AL590822.2,RP11-260M2.1,PDE9A
5609,GP5,S100P,SESN1,ZNF548,KIAA0907,ZNF280B,C16orf74,KIF9
5610,TMEM200A,RP13-270P17.1,SYNGAP1,MRPL3,IFT46,ARHGEF10,ANKRD31,ADNP2
5611,SLC38A7,PLXNA3,LINC01023,RETSAT,METTL21B,RP11-347C12.1,KLHL32,PPP1R3B
5612,EFCAB13,SGOL1,RP11-513M16.7,SYDE2,CTB-55O6.4,CTD-2227I18.1,ZBTB8A,SYNJ2
5613,DCAF13,CCR4,RBM5,EFTUD1,DSEL,HKDC1,USP54,RP11-89K11.1
5614,SGK3,DKK3,RP11-1407O15.2,ZEB2,ATHL1,RP11-110I1.14,USP25,C16orf52
5615,CTD-2302E22.4,RP3-508I15.22,PKN2,PHF21A,NRBP2,CTB-47B11.3,PEX12,ICK
5616,DZANK1,FITM1,ATF1,NIPSNAP3A,PAXIP1,RP11-291B21.2,AC013449.1,RP11-212I21.4
5617,CALU,ZNF383,CDCA7,RP11-773D16.1,SRRD,FBXL22,RP11-60I3.5,SLAMF8
5618,GCNT4,RNF157,ZNF248,ZNF749,SIPA1L1,NEK2,AC004158.2,AC007246.3
5619,FKTN,RP11-624C23.1,ATP13A3,RP11-932O9.7,LRTOMT,RP11-46H11.3,SLC6A4,AMN
5620,KLC4,CTD-2651B20.3,ZNF620,ASTE1,RBM26-AS1,RP6-206I17.2,CTD-2651B20.3,C17orf67
5621,MYO5C,AP001046.6,PPIL6,RASL11A,C16orf54,ZNF286B,RP11-89F3.2,PMEPA1
5622,GPR27,COX11,UBN2,CAPS2,SKIL,RP11-661A12.12,ATL1,HIST1H4H
5623,B3GALNT1,PICALM,ATP6V1C2,SEC14L2,ABCG2,NLGN4Y,RP11-429E11.3,NKAPL
5624,PHF21A,RP11-271K21.11,SRCRB4D,CTC-550B14.7,SNX24,RNF157-AS1,ZNF724P,SLC35G1
5625,RP11-350F4.2,AP006222.2,ELMO2,FANCE,RP5-1021I20.1,SLC16A10,AC024940.1,ZNF461
5626,RP11-730K11.1,BAG3,C20orf196,KBTBD7,ATP2C1,PI4KB,C1R,DLGAP3
5627,AEN,RP11-25K19.1,E2F1,RP13-977J11.2,ZSCAN5A,KLB,AC012074.2,RP11-145M9.4
5628,ZNF707,VCPIP1,RP11-1391J7.1,FIZ1,NPAS2,RP11-392P7.6,MIPEP,LAPTM4B
5629,USP45,FBXL14,PCSK4,NCOR2,ARHGAP12,RNF175,PIWIL1,LSM14A
5630,RP11-1079K10.4,NCDN,CCDC86,AL627309.1,TPK1,RP13-131K19.7,RP11-700H6.1,CDAN1
5631,RP11-108M9.6,EPHA1,ZNF543,GZF1,CTC-241N9.1,RP11-498C9.2,RP11-275I4.1,AC104532.4
5632,ZNF721,LINC00092,AC116614.1,CTD-2547L24.4,KIAA1467,FRMD8,TEX12,RP11-221J22.2
5633,CAPN15,MIEF2,POLA1,HIGD1A,GFOD2,AC007228.5,GNPAT,RP1-20N2.6
5634,CTD-3203P2.2,NIPSNAP3B,TMCC2,ITPKB-AS1,BARD1,PTPRM,AC110771.1,RWDD3
5635,SETMAR,ZNF511,AGAP5,SSR2,TRAM2,AC068580.6,C7orf25,FANCD2
5636,RP11-571M6.7,NOG,CLSPN,THAP8,TTL,QRICH2,RP11-265P11.2,NCR1
5637,RP11-288H12.4,TENM1,C8orf37,CLEC7A,LRRC34,RP11-247A12.2,ZFYVE28,SLAIN1
5638,IRF2BP1,GFM2,RP11-229P13.20,LCORL,NANP,ARHGAP42,RP11-111J6.2,KBTBD8
5639,ABCB9,SLC25A38,RP11-159G9.5,STXBP1,SLC4A10,TRIM31,SAMD12,IFFO2
5640,CTD-3193K9.4,ACVR1C,ARRB1,MFSD8,GNPDA1,CNKSR1,ZNF205-AS1,IL23R
5641,RPS6KB1,RP11-192H23.6,GTSE1,CAMKMT,TGS1,OVGP1,RBL1-1,OSGEPL1-AS1
5642,PPM1B,SUCLG1,EPPK1,WNT11,NDUFS3,RP11-666A1.5,NLGN4Y,PDPR
5643,PAX8,SLC35F3,FUK,SLC9A6,AC109826.1,RP11-178L8.7,ZNF223-1,PIM1
5644,SEMA4F,CELF2-AS1,RP11-119F19.2,PER3,GTF3C2,RP11-540O11.6,RP11-157J24.2,RP11-318E3.9
5645,RFC3,CAPS,ZNF287,DNAJC3,PPP2R5A,MYO1B,RP11-137H2.4,RP11-536K7.3
5646,RP1-100J12.1,BHLHE40-AS1,NFYC,ZNF785,CDK9,RP11-46A10.5,KRT86,ELOVL6
5647,AMN1,PYGM,TMEM194A,NEK3,PDP2,RP1-234P15.4,RP1-224A6.3,TMEM220
5648,RP11-135A24.4,PPP2R3A,LINC00116,RP11-134P9.3,STX4,CTD-2532N20.1,RP4-784A16.5,ERC1
5649,IL21R-AS1,SH2B3,RPAP3,C12orf23,RP11-796G6.2,MCAM,ABLIM2,HEATR2
5650,SLC1A4,SNX25,TTF1,IQGAP2,IKZF2,RP3-477O4.16,MADCAM1,KLRC4
5651,RP11-755F10.1,CDC20,PLGLB1,ZNF280C,SNRPB,HIST2H2BF,ATP6V0E2-AS1,LNX2
5652,VSIG2,ZNF558,Y_RNA,SPAG4,SCAI,CTC-366B18.2,USP12-AS2,ADORA2A-AS1
5653,CXCR2,RP11-863K10.7,FXR1,HAS3,PTOV1-AS1,TRIM54,CDK5R1,RP11-69E11.4
5654,SLC25A29,RP11-483I13.5,ZNF687,RNF19B,RAB3IP,SVIL,RP11-666A20.4,AP4E1
5655,RUNDC3B,RP11-225H22.7,CTD-2623N2.11,NUGGC,RP11-532F6.3,COLCA2,PNMA3,ZNF234
5656,ZNF485,TBC1D24,CCRL2,HMGA1P4,ZNF787,RP11-290D2.3,TRIM61,ZFP1
5657,FSD1,ARHGAP33,ATAD2,C17orf107,CTIF,C14orf132,SPEG,ROBO3
5658,ATXN7L2,ZNF223-1,RP11-350N15.5,DPYSL2,ZFP28,SUGCT,ADD2,CDCA8
5659,PGAP1,ZNF724P,ZNF768,ARF1,EXD3,CA6,GAS2,ZNF862
5660,FLCN,TP53INP1,FOXN3-AS1,ZFP69B,AC009948.5,RP11-379K17.4,LINC00630,RP11-47A8.5
5661,CTC-459F4.3,SHCBP1,GLCE,C2orf42,CHD8,RP11-265P11.2,FAM47E,RP11-498C9.3
5662,ZNF394,MAP4K5,CTC-428G20.6,ARL10,ORC1,RP11-111J6.2,SPIRE1,EPHB2
5663,PRSS53,RP11-395B7.4,ZNF879,CTD-2410N18.3,FAHD2B,RP11-336K24.12,CMTM4,ZWILCH
5664,PSPH,PARP6,JSRP1,ZNF28,SAMD1,TAS2R30,BCL2L14,DST
5665,CRADD,TMOD1,CLK3,USP49,CTB-55O6.12,TCEAL2,CELSR2,RP11-164H13.1
5666,AL590822.2,ORC3,PIK3R5,ZNF554,SCO1,MUC20,WNK3,CAHM
5667,ENKD1,SLC16A1-AS1,CENPU,LINC00630,AFF4,RP4-813F11.4,C19orf44,PGAP1
5668,LEPR,CD248,ATXN3,SH3BP5L,LYPLAL1,SMIM12,CTA-293F17.1,RP11-326C3.15
5669,NPEPPS,ZNF528,ZNF75D,PEBP4,ENOSF1,TLR9,FOXD2,CDT1
5670,ARHGAP12,IFITM10,SUGP1,ARHGAP17,MIR181A1HG,Y_RNA,RP3-486I3.7,SLC4A8
5671,TFB1M,ACYP1,ZDHHC2,RP11-115C21.2,NOP58,TRIM60,ESPN,FAM160B1
5672,HDDC3,RP11-367J11.3,C6orf57,RP11-428J1.5,CKAP2,COL6A1,RP11-90D4.3,FZD3
5673,TNKS,TCAP,PPP1R3B,TAF5L,FLJ45079,ABLIM2,FAM178B,TPST1
5674,CTD-2007H13.3,RP11-385F5.5,CDC6,EPHX1,CHN2,AC123768.4,HIST2H2BF,GAN
